track type=bedGraph name="mol164zerobased"
chr7	95028689	95029265	540.6
chr7	95029265	95029828	563.1
chr7	95029828	95030391	577.1
chr7	95030391	95030954	582.7
chr7	95030954	95031518	568.7
chr7	95031518	95032081	580.1
chr7	95032081	95032644	582.2
chr7	95032644	95033207	568.5
chr7	95033207	95033770	562
chr7	95033770	95034333	561.7
chr7	95034333	95034896	581.1
chr7	95034896	95035460	577.2
chr7	95035460	95036023	577.8
chr7	95036023	95036586	578.9
chr7	95036586	95037149	568.4
chr7	95037149	95037712	566.3
chr7	95037712	95038275	558.8
chr7	95038275	95038838	557.4
chr7	95038838	95039402	584.8
chr7	95039402	95039965	564.8
chr7	95039965	95040528	559.4
chr7	95040528	95041091	558.1
chr7	95041091	95041654	577.5
chr7	95041654	95042217	586.6
chr7	95042217	95042780	567.1
chr7	95042780	95043344	560.3
chr7	95043344	95043907	573.3
chr7	95043907	95044470	567.8
chr7	95044470	95045033	585.4
chr7	95045033	95045596	566.6
chr7	95045596	95046159	564.3
chr7	95046159	95046722	570.7
chr7	95046722	95047286	579.7
chr7	95047286	95047849	575.4
chr7	95047849	95048412	569.6
chr7	95048412	95048975	569
chr7	95048975	95049538	576.8
chr7	95049538	95050101	570.8
chr7	95050101	95050664	573.5
chr7	95050664	95051228	561.4
chr7	95051228	95051791	580
chr7	95051791	95052354	575.4
chr7	95052354	95052917	567
chr7	95052917	95053480	582.1
chr7	95053480	95054043	560.4
chr7	95054043	95054606	580.3
chr7	95054606	95055170	568.8
chr7	95055170	95055733	558.6
chr7	95055733	95056296	563.8
chr7	95056296	95056859	559.8
chr7	95056859	95057422	564.3
chr7	95057422	95057985	583
chr7	95057985	95058548	571.5
chr7	95058548	95059112	589.4
chr7	95059112	95059675	579.4
chr7	95059675	95060238	609.8
chr7	95060238	95060801	630.4
chr7	95060801	95061364	624.5
chr7	95061364	95061927	586.9
chr7	95061927	95062490	580.4
chr7	95062490	95063054	578.3
chr7	95063054	95063617	587
chr7	95063617	95064180	596.7
chr7	95064180	95064743	601.7
chr7	95064743	95065306	663.9
chr7	95065306	95065869	794.3
chr7	95065869	95066432	868.6
chr7	95066432	95066996	795.4
chr7	95066996	95067559	657.8
chr7	95067559	95068122	607.1
chr7	95068122	95068685	590.3
chr7	95068685	95069248	613.5
chr7	95069248	95069811	572.5
chr7	95069811	95070374	588.7
chr7	95070374	95070938	563
chr7	95070938	95071501	549.9
chr7	95071501	95072064	562.1
chr7	95072064	95072627	556.9
chr7	95072627	95073190	589
chr7	95073190	95073753	593
chr7	95073753	95074316	581
chr7	95074316	95074880	562.1
chr7	95074880	95075443	572.2
chr7	95075443	95076006	562
chr7	95076006	95076569	569.5
chr7	95076569	95077132	581.9
chr7	95077132	95077695	578.3
chr7	95077695	95078258	571.6
chr7	95078258	95078822	573.5
chr7	95078822	95079385	558.5
chr7	95079385	95079948	577.2
chr7	95079948	95080511	586.4
chr7	95080511	95081074	581
chr7	95081074	95081637	578.5
chr7	95081637	95082200	557.9
chr7	95082200	95082764	569.3
chr7	95082764	95083327	572.2
chr7	95083327	95083890	589.4
chr7	95083890	95084453	572.5
chr7	95084453	95085016	569.8
chr7	95085016	95085579	587.1
chr7	95085579	95086142	577.1
chr7	95086142	95086706	590.9
chr7	95086706	95087269	596.4
chr7	95087269	95087832	610.9
chr7	95087832	95088395	697.3
chr7	95088395	95088957	829.1
chr7	95088957	95089509	801
chr7	95089509	95090061	708.6
chr7	95090061	95090613	616.6
chr7	95090613	95091165	595.2
chr7	95091165	95091717	599.7
chr7	95091717	95092269	610.8
chr7	95092269	95092821	606.9
chr7	95092821	95093373	587.4
chr7	95093373	95093925	574.1
chr7	95093925	95094477	608
chr7	95094477	95095029	594.8
chr7	95095029	95095581	583.1
chr7	95095581	95096133	568.1
chr7	95096133	95096686	576.5
chr7	95096686	95097238	572.7
chr7	95097238	95097790	581.6
chr7	95097790	95098342	594.7
chr7	95098342	95098894	603.8
chr7	95098894	95099446	604.2
chr7	95099446	95099998	621.4
chr7	95099998	95100550	679.2
chr7	95100550	95101102	748.5
chr7	95101102	95101654	691.1
chr7	95101654	95102206	623.4
chr7	95102206	95102758	601.1
chr7	95102758	95103310	583
chr7	95103310	95103862	573
chr7	95103862	95104414	569.3
chr7	95104414	95104966	604.1
chr7	95104966	95105518	587.7
chr7	95105518	95106070	596.6
chr7	95106070	95106622	577.3
chr7	95106622	95107174	584
chr7	95107174	95107726	593.6
chr7	95107726	95108278	602.9
chr7	95108278	95108830	593.4
chr7	95108830	95109382	615.8
chr7	95109382	95109934	666
chr7	95109934	95110486	742
chr7	95110486	95111039	742.9
chr7	95111039	95111591	669.8
chr7	95111591	95112143	625.2
chr7	95112143	95112696	589.6
chr7	95112696	95113248	593.1
chr7	95113248	95113800	608.4
chr7	95113800	95114353	615.2
chr7	95114353	95114905	616.1
chr7	95114905	95115457	633.1
chr7	95115457	95116010	733.9
chr7	95116010	95116558	867.4
chr7	95116558	95117064	869.3
chr7	95117064	95117571	720.2
chr7	95117571	95118078	646.3
chr7	95118078	95118584	581.1
chr7	95118584	95119091	609.1
chr7	95119091	95119598	624.3
chr7	95119598	95120104	632.7
chr7	95120104	95120611	632.3
chr7	95120611	95121118	595.6
chr7	95121118	95121625	585.1
chr7	95121625	95122131	590.3
chr7	95122131	95122638	575.4
chr7	95122638	95123145	573.5
chr7	95123145	95123651	578.1
chr7	95123651	95124158	577.5
chr7	95124158	95124665	587.3
chr7	95124665	95125171	598
chr7	95125171	95125678	605.5
chr7	95125678	95126185	607.4
chr7	95126185	95126691	615.9
chr7	95126691	95127198	641.9
chr7	95127198	95127705	699.9
chr7	95127705	95128211	792
chr7	95128211	95128718	869.7
chr7	95128718	95129339	944.8
chr7	95129339	95130080	988
chr7	95130080	95130821	811.2
chr7	95130821	95131561	703.6
chr7	95131561	95132302	671
chr7	95132302	95132991	780.9
chr7	95132991	95133521	809.5
chr7	95133521	95134051	702.8
chr7	95134051	95134581	628.1
chr7	95134581	95135111	635.5
chr7	95135111	95135641	611
chr7	95135641	95136171	583.3
chr7	95136171	95136701	598.6
chr7	95136701	95137231	603.6
chr7	95137231	95137761	596
chr7	95137761	95138291	590.5
chr7	95138291	95138821	599.9
chr7	95138821	95139351	596.6
chr7	95139351	95139881	659.7
chr7	95139881	95140411	713.9
chr7	95140411	95140947	875.5
chr7	95140947	95141498	825.9
chr7	95141498	95142050	682.6
chr7	95142050	95142601	619.2
chr7	95142601	95143152	600.1
chr7	95143152	95143704	606.5
chr7	95143704	95144255	595.9
chr7	95144255	95144806	587.4
chr7	95144806	95145358	609.2
chr7	95145358	95145909	581.1
chr7	95145909	95146460	596.2
chr7	95146460	95147012	595.2
chr7	95147012	95147563	584.3
chr7	95147563	95148114	568.3
chr7	95148114	95148666	580.9
chr7	95148666	95149217	594.1
chr7	95149217	95149768	581.1
chr7	95149768	95150320	590.8
chr7	95150320	95150871	589.1
chr7	95150871	95151422	582
chr7	95151422	95151974	634.1
chr7	95151974	95152525	722.9
chr7	95152525	95153036	739.9
chr7	95153036	95153533	686.8
chr7	95153533	95154030	617.4
chr7	95154030	95154528	580.3
chr7	95154528	95155025	615.8
chr7	95155025	95155522	610.9
chr7	95155522	95156020	595
chr7	95156020	95156517	587.4
chr7	95156517	95157014	606.3
chr7	95157014	95157512	558.5
chr7	95157512	95158009	585.1
chr7	95158009	95158506	575.3
chr7	95158506	95159004	588.6
chr7	95159004	95159501	585
chr7	95159501	95159998	622.1
chr7	95159998	95160495	620.1
chr7	95160495	95160993	609.6
chr7	95160993	95161490	590.6
chr7	95161490	95161987	573.8
chr7	95161987	95162485	609
chr7	95162485	95162982	602.6
chr7	95162982	95163479	642.8
chr7	95163479	95163977	716
chr7	95163977	95164546	721.8
chr7	95164546	95165197	696.5
chr7	95165197	95165848	681.5
chr7	95165848	95166499	636.3
chr7	95166499	95167149	619.9
chr7	95167149	95167800	618
chr7	95167800	95168451	635.6
chr7	95168451	95169102	687.5
chr7	95169102	95169735	713.6
chr7	95169735	95170336	687.6
chr7	95170336	95170937	685.3
chr7	95170937	95171537	676.9
chr7	95171537	95172138	784.5
chr7	95172138	95172739	1129.7
chr7	95172739	95173324	1440.5
chr7	95173324	95173888	1256.4
chr7	95173888	95174453	873.8
chr7	95174453	95175017	721.2
chr7	95175017	95175582	826.5
chr7	95175582	95176137	911.9
chr7	95176137	95176685	882.5
chr7	95176685	95177234	719.6
chr7	95177234	95177782	639.5
chr7	95177782	95178331	624.1
chr7	95178331	95178879	610.7
chr7	95178879	95179427	595.3
chr7	95179427	95179976	578.7
chr7	95179976	95180524	592.8
chr7	95180524	95181073	585.1
chr7	95181073	95181621	587.7
chr7	95181621	95182169	592.1
chr7	95182169	95182718	615.2
chr7	95182718	95183266	588.7
chr7	95183266	95183815	565.8
chr7	95183815	95184363	605.3
chr7	95184363	95184911	587.3
chr7	95184911	95185460	567.8
chr7	95185460	95186008	580.9
chr7	95186008	95186556	581.5
chr7	95186556	95187105	587
chr7	95187105	95187653	600.9
chr7	95187653	95188202	581
chr7	95188202	95188750	580.1
chr7	95188750	95189298	585.7
chr7	95189298	95189847	575.8
chr7	95189847	95190395	565.5
chr7	95190395	95190944	564.6
chr7	95190944	95191492	578.5
chr7	95191492	95192040	597.9
chr7	95192040	95192589	578
chr7	95192589	95193137	559.1
chr7	95193137	95193685	595.5
chr7	95193685	95194234	575.1
chr7	95194234	95194782	576.4
chr7	95194782	95195331	562.9
chr7	95195331	95195879	588.3
chr7	95195879	95196427	581.4
chr7	95196427	95196976	590.4
chr7	95196976	95197524	576.9
chr7	95197524	95198073	579.1
chr7	95198073	95198621	551.9
chr7	95198621	95199169	589.2
chr7	95199169	95199718	604.1
chr7	95199718	95200266	640.9
chr7	95200266	95200815	640.2
chr7	95200815	95201365	632
chr7	95201365	95201914	585.8
chr7	95201914	95202463	575.9
chr7	95202463	95203012	591.3
chr7	95203012	95203561	590.4
chr7	95203561	95204111	582.9
chr7	95204111	95204660	576.1
chr7	95204660	95205209	559
chr7	95205209	95205758	576.3
chr7	95205758	95206308	576.4
chr7	95206308	95206857	592.8
chr7	95206857	95207406	583.9
chr7	95207406	95207955	589.7
chr7	95207955	95208504	581.7
chr7	95208504	95209054	579
chr7	95209054	95209603	572.9
chr7	95209603	95210152	589.4
chr7	95210152	95210701	593.4
chr7	95210701	95211251	584.6
chr7	95211251	95211800	605.3
chr7	95211800	95212349	641.2
chr7	95212349	95212898	695.6
chr7	95212898	95213433	688
chr7	95213433	95213967	640
chr7	95213967	95214501	618.1
chr7	95214501	95215034	587.7
chr7	95215034	95215568	582.7
chr7	95215568	95216102	596.5
chr7	95216102	95216636	575.3
chr7	95216636	95217169	598.3
chr7	95217169	95217703	614.2
chr7	95217703	95218237	598.2
chr7	95218237	95218770	604.8
chr7	95218770	95219304	655.7
chr7	95219304	95219838	725
chr7	95219838	95220365	710.9
chr7	95220365	95220891	679.2
chr7	95220891	95221417	625.9
chr7	95221417	95221943	633.6
chr7	95221943	95222469	654
chr7	95222469	95222995	761.9
chr7	95222995	95223521	978.1
chr7	95223521	95224047	1145.1
chr7	95224047	95224573	1152.2
chr7	95224573	95225099	1011.4
